,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
155,B00AO37CJA,4.0,"Love the shoes - no more sore knees when running but fit a bit looser than my Triumph 8 shoes.  Not as much padding around the tongue and the ankle and a bit wider at the toe area but still very comfortable, I just tie them a bit tighter.",AEYP2V2JUATVRAVLGFY4QXKLTPOQ,2014-03-28,Saucony Women's Triumph 10 Running Shoe,,4.3,229,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Running', 'Road Running']","['100% Synthetic', 'Imported', 'Manmade sole', 'Form and function strike a perfect balance in the Triumph 10', 'Breathable open mesh and supportive underlays provide a clean modern look while securing the foot to the platform', 'Redesigned crash pad features three fully decoupled independently responsive pods for a smooth landing', 'PowerGrid midsole technology provides a plush ride for the runner seeking a cushioned feel', 'Deeper flex grooves in the forefoot add flexibility']","[""Saucony is among the most respected names in running shoes. We offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel and performance. We've spent years studying the biomechanics of top athletes. Our goal? To develop creatively engineered systems that maximize your performance in your specific activity, allowing you to focus on the activity instead of the equipment. From our studies have come many innovative Saucony concepts. Advanced technologies-like Grid, the first sole-based stability and cushioning system--provide an advantage to athletes of all types.""]",AMAZON FASHION,Saucony,1
156,B00AO37CJA,5.0,I love the triumph series! Having been using them for years!  Great running sneakers and great colors! I highly recommend them.,AGR4RTS7HNRLVGL7ZIESL2G2D5JQ,2014-06-05,Saucony Women's Triumph 10 Running Shoe,,4.3,229,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Running', 'Road Running']","['100% Synthetic', 'Imported', 'Manmade sole', 'Form and function strike a perfect balance in the Triumph 10', 'Breathable open mesh and supportive underlays provide a clean modern look while securing the foot to the platform', 'Redesigned crash pad features three fully decoupled independently responsive pods for a smooth landing', 'PowerGrid midsole technology provides a plush ride for the runner seeking a cushioned feel', 'Deeper flex grooves in the forefoot add flexibility']","[""Saucony is among the most respected names in running shoes. We offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel and performance. We've spent years studying the biomechanics of top athletes. Our goal? To develop creatively engineered systems that maximize your performance in your specific activity, allowing you to focus on the activity instead of the equipment. From our studies have come many innovative Saucony concepts. Advanced technologies-like Grid, the first sole-based stability and cushioning system--provide an advantage to athletes of all types.""]",AMAZON FASHION,Saucony,1
157,B00AO37CJA,5.0,I've been running in Saucony Triumps for the last several years - they are the only ones that work for me. The only drawback is the price charged by retail stores here which range from $165 to $169. I had hoped they would go on sale on Black Friday but no luck. A friend suggested I look on Amazon. Found them and got them for $78! When they arrived they were exactly what I wanted. I'm one happy runner!,AEHUNM57RN5EZ653DLKQZ3ONCUQQ,2013-12-19,Saucony Women's Triumph 10 Running Shoe,,4.3,229,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Running', 'Road Running']","['100% Synthetic', 'Imported', 'Manmade sole', 'Form and function strike a perfect balance in the Triumph 10', 'Breathable open mesh and supportive underlays provide a clean modern look while securing the foot to the platform', 'Redesigned crash pad features three fully decoupled independently responsive pods for a smooth landing', 'PowerGrid midsole technology provides a plush ride for the runner seeking a cushioned feel', 'Deeper flex grooves in the forefoot add flexibility']","[""Saucony is among the most respected names in running shoes. We offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel and performance. We've spent years studying the biomechanics of top athletes. Our goal? To develop creatively engineered systems that maximize your performance in your specific activity, allowing you to focus on the activity instead of the equipment. From our studies have come many innovative Saucony concepts. Advanced technologies-like Grid, the first sole-based stability and cushioning system--provide an advantage to athletes of all types.""]",AMAZON FASHION,Saucony,-1
158,B00ASKNC7K,4.0,"It's not nappa but extremely adequate, the color is amazing, the step is like drowning in a deep moquette. It's too tight at the ""outer arch""<br />of my feet. I used a cedar shoe tree to fix this issue.",AGY6U62W4ZOUBRMRJXLWD6HZJBOA,2013-12-06,Bruno Magli Men's Millonia Slip-On,,3.1,8,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Loafers & Slip-Ons']","['100% Leather', 'Imported', 'Rubber sole', 'Heel measures approximately 0.75""', 'Bruno Magli updates the classic penny loafer with modern lines and precision stitching.']","['Bruno Magli updates the classic penny loafer with modern lines and precision stitching.', 'Founded by the Magli family in 1936 in Bologna Italy, Bruno Magli shoes and accessories are elegant designs of high quality craftsmanship, offering a sense of style and prestige to a sophisticated and fashion conscious consumer. Bruno Magli footwear is handcrafted from the finest leathers available, for a luxurious and stylish look while delivering extraordinary comfort. With a dedication to the extensive Italian design tradition, Bruno Magli has been handcrafting footwear and accessories in Italy for over 69 years. The result is one of the most respected, innovative, sophisticated, contemporary and distinctive lines in the fashion world today.']",AMAZON FASHION,Bruno Magli,-1
159,B00AXJXB3Q,5.0,"Love this blouse!  The empire waist is very flattering!  I will be getting another, maybe 2 in different colors.  Perfect to wear with cardigans",AFBT5TLMY2F4KSSN3KGY2R5QDD6A,2013-10-31,"Jessica London Women's Plus Size Shirred Tank Black,18/20",,3.6,6,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Lingerie', 'Camisoles & Tanks']",[],[],AMAZON FASHION,Jessica London,1
160,B00AZPOZSS,3.0,As compare with other timberland shoe this model is very light.<br />The shoe look longer and should order half size smaller for this particular model.,AGCWPFSMAXPD6LZCVATEY534JZMQ,2014-12-26,Timberland Men's Richmont PT Oxford,,4.4,699,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Oxfords']","['100% Leather', 'Imported', 'Rubber sole', 'Heel measures approximately 1""', 'Low-top leather oxford with visible stitching and padded collar']","['Timberland set new industry standards for craftsmanship, durability and protection when it introduced an authentic, waterproof leather boot in 1973. A global leader in design, engineering and marketing of premium footwear, Timberland values consumers who cherish the outdoors and their time in it. Timberland has been an industry leader in the use of both sustainable and recycled materials in its shoes, as well as its footwear packaging. The Timberland Company believes in corporate responsibility and supports numerous civic and social projects throughout the year.']",AMAZON FASHION,Timberland,1
161,B00B01JWWK,3.0,I think they are a little stiff and a bit boring from a styling standpoint.  I am debating whether the size is going to work as they are a bit long but I am concerned if I go smaller they will pinch in the toe as they are pretty narrow.,AHD4YGKZ26WKLHWJMWH4WVB2JBEA,2013-11-28,Rockport Men's DresSports 3.0 Darrelson Plain Toe Oxford-,,3.7,47,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Oxfords']","['100% Leather', 'Imported', 'Rubber sole', 'Heel measures approximately 1""', 'adidas adiPRENE sport technology cushioning in the heel absorbs shock and protects the heel at impact', 'Lightweight EVA outsole provides shock absorption to help reduce foot and leg fatigue', 'A seamless toe keeps things traditional in this smart casual oxford.']","['A seamless toe keeps things traditional in this smart casual oxford.', 'Rockport has always been one step ahead of the times, believing the perfect shoe has not yet been invented. This positive dissatisfaction compels them to constantly improve upon their footwear. Founded in 1971, they were the first company to use advanced athletic technologies in casual shoes to achieve lightweight comfort, and the first company to engineer walking comfort in dress and casual shoes.']",AMAZON FASHION,Rockport,-1
162,B00B2NSH54,4.0,"I bought this in the azalea/orange as well as cafe, size 34DDD. This is the size that fits me best in Natori. It's so close to perfect that I might just keep it, but I'm ordering a cup size up just to check if it's better. The wires just don't quite lay flat on my sternum, which creates more cleavage than I am generally comfortable with. But otherwise this is a beautiful, very comfortable bra.",AGDRCORYKSUG2D6JNIGMTIR5LSVA,2014-03-25,Natori Women's Endless Full Figure Contour Underwire Bra,60.0,4.0,21,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Lingerie', 'Bras', 'Everyday Bras']","['88% Nylon, 12% Spandex', 'Imported', 'Hand Wash Only', 'Molded lace cup gives seamless styling and feminine detail.', 'Convertible straps offer traditional and criss-cross styling', 'Power microfiber backs give additional support and eliminate shifting']",['Molded lace cup gives seamless styling and feminine detail.'],AMAZON FASHION,Natori,1
163,B00BANMAP4,5.0,Husbands favorite dress shoe,AHSOOY5SV5N2DMPBUUKXAKU2AGTA,2015-08-11,Clarks Men's Un Walk Oxford,,4.1,137,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Oxfords']","['100% Leather', 'Imported', 'Rubber sole', 'Active air system keeps feet comfortable', 'Leather uppers and linings for breathability', 'Flexible yet supportive construction for walking comfort']","[""Clarks has been in business for over 100 years making very fine men's dress shoes in a variety of styles. Featuring a wide range of top-quality components, Clarks gives you the options you desire in the quality you demand.""]",AMAZON FASHION,Clarks,1
164,B00BF2I13K,5.0,thank you!,AHTFRXCGEGWMEJQMS5Q62ICLWGPQ,2016-08-26,"Underworks Mens Microfiber High Performance Compression Tank for Workouts, Sports Training and Shaping 3-Pack",69.99,4.5,226,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Underwear', 'Undershirts']","['MicrofiberNylonSpandex', 'Made in USA', 'Pull On closure', 'Wash warm, tumble dry low, no bleach, no iron', 'Sizes: Measure Chest: X-small 28-31 / Small 32-35 / Medium 36-39 / Large 40-43 / X-large 44-47 / 2X 48-51 / 3X 52-55', 'MENS PERFORMANCE COMPRESSION TANK - Snug feel. Provides elegant compression to slim you down and shape your whole upper body.', 'SHAPES YOUR CHEST, TUMMY, AND SIDES - INVISIBLE UNDER CLOTHING - smooth feel and breathability from silky microfiber nylon that moves with you in all directions.', 'QUICKER RECOVERY FROM EACH WORKOUT - Wearing the Performance Compression Tank will help in quicker recovery of your muscles after your workout or ball game. Also features UPF rating of 50+, which blocks out over 98% of the sun’s harmful rays.', 'MADE IN USA - Underworks is a registered trademark and is made in the USA.']",[],AMAZON FASHION,Underworks,1
165,B00BFDJQP6,5.0,"Laced'em up. Fits great.  Looks fantastic.  I have looked everywhere to try and find the exact size and exact color for my needs.  After the original laces wore out on my - not so inexpensive - shoes, I had a tough time finding what I needed in a retail store.  I found them.  As a matter of fact, the size and color match the shoes BETTER than the original laces.  Booya!",AGWQ2T6EOB6RTFJWR2ZL7X42FQZQ,2014-05-15,"TZ Laces Round Waxed 3/32"" 2.5mm Laces for Dress/Fashion/Hiking Shoes & Boots",6.2,4.3,252,"['Clothing, Shoes & Jewelry', 'Shoe, Jewelry & Watch Accessories', 'Shoe Care & Accessories', 'Shoelaces']","['Sold Branded TZ Laces Rounded Wax Shoe/Boot Laces', '11 Lengths 17.75"", 23.5"", 29.5"", 35.5"", 39.25"", 47.25"", 55"", 59"", 71"" 82.75"", & 94.5""', 'European made round weave waxed dyed cotton laces', 'Good for all shoes & fashions boots with 4 to 14 plus pairs of lace holes', 'Great for a wide variety of shoes or boots']","['These thin 3/32""- 2.5mm round wax laces look both smart and elegant and are ideal for dress shoes and high fashion footwear. Strong Dyed Waxed Cotton European made laces Available in a number of lengths & Colours to fit anything from shoes with 4 to 6 pairs of eyelets, to long Fashion boots with 14 plus pairs of eyelets. Great for your shoes and some types of boots these are thin but strong laces but if you need stronger laces check out TZ Laces 3/8""- 5mm flat and Cord laces.']",AMAZON FASHION,TZ Laces,1
